dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pycryptosat,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,4091.704
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:g3,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,10550.845
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:g4,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,9130.416
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:gc3,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,10656.159
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:gc4,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,10407.024
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:m22,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,10044.358
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:mc,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,10580.608
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pysat:mgh,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,8223.330
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w18.cnf,pycryptosat,1,type id = Real ; procedure id ( ) type id = id ; begin not konšt_real := id < not ( konšt_real mod konšt_boolean + konšt_boolean or - konšt_char and - konšt_real > konšt_boolean or id < - konšt_char <= id ) * konšt_boolean ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,6479.438
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:g3,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,5974.928
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:g4,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,6159.267
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:gc3,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,7551.668
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:gc4,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,7284.706
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:m22,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,5830.302
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:mc,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,6932.799
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pysat:mgh,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,5984.786
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w19.cnf,pycryptosat,1,type id = Integer ; procedure id ( ) type id = Char ; begin konšt_int and not - konšt_real <> konšt_boolean mod konšt_real mod konšt_real <= konšt_char = - - ( konšt_boolean < konšt_char < konšt_boolean ) and konšt_char := konšt_char ; end,44,negative,180,324,95,229,3427710,178200,3249510,9926731,39139,9748530,139062,ok,SAT,4489.099
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:g3,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,8426.724
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:g4,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,7790.398
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:gc3,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,10677.148
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:gc4,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,9676.286
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:m22,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,7935.768
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:mc,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,8540.250
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pysat:mgh,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,7332.028
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w20.cnf,pycryptosat,1,type id = id ; function id ( ) : record end type id = id ; begin - konšt_real - konšt_real and konšt_boolean mod konšt_int > not konšt_real or not konšt_boolean > konšt_boolean + not konšt_boolean < konšt_boolean := konšt_int or id = konšt_char ; end,47,negative,180,324,95,229,4163824,203040,3960784,12085393,44134,11882352,158907,ok,SAT,5166.472
